Exercise ID,Name,GIF URL,Instructions,Target Muscles,Body Parts,Equipments,Secondary Muscles
EIsE3u8,cable one arm bent over row,https://cdn-exercisedb.vercel.app/api/v1/images/EIsE3u8.gif,"Step:1 Stand facing a cable machine with your feet shoulder-width apart. Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. Step:3 Grasp the cable handle with one hand, palm facing inward, and extend your arm fully. Step:4 Pull the cable handle towards your body, keeping your elbow close to your side, until your hand reaches your lower chest. Step:5 Pause for a moment, then slowly extend your arm back to the starting position. Step:6 Repeat for the desired number of repetitions, then switch sides.",upper back,back,cable,"biceps, forearms"
YTur5nR,cable one arm curl,https://cdn-exercisedb.vercel.app/api/v1/images/YTur5nR.gif,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. Step:2 Grasp the cable handle with an underhand grip, palm facing up. Step:3 Keep your elbow close to your side and slowly curl your forearm up towards your shoulder. Step:4 Pause for a moment at the top, then slowly lower your forearm back down to the starting position. Step:5 Repeat for the desired number of repetitions.",biceps,upper arms,cable,forearms
w4dLzSx,cable one arm decline chest fly,https://cdn-exercisedb.vercel.app/api/v1/images/w4dLzSx.gif,"Step:1 Attach a D-handle to a low pulley cable machine and set the bench to a decline angle. Step:2 Lie down on the bench with your head towards the machine and grab the handle with your right hand. Step:3 Extend your arm straight up above your chest, keeping a slight bend in your elbow. Step:4 With a controlled motion, lower your arm out to the side until your hand is in line with your shoulder. Step:5 Pause for a moment, then reverse the motion and bring your arm back to the starting position. Step:6 Repeat for the desired number of repetitions, then switch to your left arm and repeat the exercise.",pectorals,chest,cable,"shoulders, triceps"
hHy8tQG,cable one arm fly on exercise ball,https://cdn-exercisedb.vercel.app/api/v1/images/hHy8tQG.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. Step:2 Hold a cable handle in one hand and extend your arm out to the side, parallel to the ground. Step:3 Keep your elbow slightly bent and your palm facing forward. Step:4 Slowly bring your arm across your body, squeezing your chest muscles. Step:5 Pause for a moment at the end of the movement, then slowly return to the starting position. Step:6 Repeat for the desired number of repetitions, then switch sides.",pectorals,chest,cable,"deltoids, triceps"
P14Dz9D,cable one arm incline fly on exercise ball,https://cdn-exercisedb.vercel.app/api/v1/images/P14Dz9D.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back against an incline bench. Step:2 Hold a cable handle in one hand with your arm extended and palm facing inward. Step:3 Keeping a slight bend in your elbow, slowly lower your arm out to the side until your hand is in line with your shoulder. Step:4 Pause for a moment, then squeeze your chest muscles to bring your arm back to the starting position. Step:5 Repeat for the desired number of repetitions, then switch arms.",pectorals,chest,cable,"deltoids, triceps"
GKEH6jj,cable one arm incline press,https://cdn-exercisedb.vercel.app/api/v1/images/GKEH6jj.gif,"Step:1 Adjust the cable machine to a low pulley position. Step:2 Sit on an incline bench facing away from the cable machine. Step:3 Grasp the handle with one hand and bring it up to shoulder height. Step:4 Position your feet firmly on the ground and maintain a stable position. Step:5 Press the handle forward and upward, extending your arm fully. Step:6 Pause for a moment at the top, then slowly lower the handle back to the starting position. Step:7 Repeat for the desired number of repetitions, then switch sides.",pectorals,chest,cable,"deltoids, triceps"
6t00BsF,cable one arm incline press on exercise ball,https://cdn-exercisedb.vercel.app/api/v1/images/6t00BsF.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back resting against an incline bench. Step:2 Hold a cable handle in one hand and position your arm at a 90-degree angle with your elbow bent. Step:3 Press the cable handle forward and upward, extending your arm fully. Step:4 Pause for a moment at the top, then slowly lower the cable handle back to the starting position. Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",pectorals,chest,cable,"shoulders, triceps"
dB07vDu,cable one arm lateral bent-over,https://cdn-exercisedb.vercel.app/api/v1/images/dB07vDu.gif,"Step:1 Stand with your feet shoulder-width apart, facing a cable machine. Step:2 Grasp the handle with one hand and step back to create tension on the cable. Step:3 Bend forward at the waist, keeping your back straight and your core engaged. Step:4 Extend your arm out to the side, parallel to the ground, with a slight bend in your elbow. Step:5 Slowly bring your arm back to the starting position, maintaining control throughout the movement. Step:6 Repeat for the desired number of repetitions, then switch sides.",pectorals,chest,cable,"deltoids, trapezius"
wEulIzp,cable one arm lateral raise,https://cdn-exercisedb.vercel.app/api/v1/images/wEulIzp.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. Step:2 Hold the cable handle with one hand, palm facing down, and stand far enough away from the machine so that there is tension on the cable. Step:3 Keep your arm straight and slowly raise it out to the side until it is parallel to the ground. Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position. Step:5 Repeat for the desired number of repetitions, then switch sides.",delts,shoulders,cable,"traps, triceps"
eHBlPsa,cable one arm preacher curl,https://cdn-exercisedb.vercel.app/api/v1/images/eHBlPsa.gif,"Step:1 Adjust the cable machine so that the preacher curl pad is at chest height. Step:2 Stand facing the cable machine with your feet shoulder-width apart. Step:3 Grasp the cable handle with an underhand grip and position your upper arm against the preacher curl pad. Step:4 Keep your back straight and your core engaged. Step:5 Slowly curl the cable handle towards your shoulder, keeping your upper arm against the pad. Step:6 Pause for a moment at the top of the movement, squeezing your biceps. Step:7 Slowly lower the cable handle back to the starting position. Step:8 Repeat for the desired number of repetitions. Step:9 Switch arms and repeat the exercise.",biceps,upper arms,cable,forearms
MKIelrR,cable one arm press on exercise ball,https://cdn-exercisedb.vercel.app/api/v1/images/MKIelrR.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. Step:2 Hold a cable handle in one hand and position your arm at chest height, elbow bent. Step:3 Place your other hand on your hip for stability. Step:4 Press the cable handle forward, extending your arm fully. Step:5 Pause for a moment, then slowly return to the starting position. Step:6 Repeat for the desired number of repetitions, then switch arms.",pectorals,chest,cable,"shoulders, triceps"
U5INZY6,cable one arm pulldown,https://cdn-exercisedb.vercel.app/api/v1/images/U5INZY6.gif,"Step:1 Attach a single handle to a high pulley cable machine. Step:2 Stand facing the machine with your feet shoulder-width apart. Step:3 Grasp the handle with an overhand grip and extend your arm fully. Step:4 Keep your back straight and your core engaged. Step:5 Pull the handle down towards your side while keeping your elbow close to your body. Step:6 Pause for a moment at the bottom of the movement, squeezing your lat muscle. Step:7 Slowly release the handle back to the starting position. Step:8 Repeat for the desired number of repetitions. Step:9 Switch sides and repeat the exercise with the other arm.",lats,back,cable,"biceps, forearms"
ZXnjcOQ,cable one arm reverse preacher curl,https://cdn-exercisedb.vercel.app/api/v1/images/ZXnjcOQ.gif,"Step:1 Adjust the cable machine so that the pulley is at the lowest position. Step:2 Stand facing the cable machine with your feet shoulder-width apart. Step:3 Grasp the cable handle with an underhand grip and position your upper arm against the preacher bench pad. Step:4 Keep your back straight and your core engaged throughout the exercise. Step:5 Slowly curl your forearm towards your bicep, keeping your upper arm stationary against the pad. Step:6 Pause for a moment at the top of the movement, squeezing your bicep. Step:7 Slowly lower the cable handle back to the starting position. Step:8 Repeat for the desired number of repetitions. Step:9 Switch arms and repeat the exercise.",biceps,upper arms,cable,forearms
WrYPP2g,cable one arm straight back high row (kneeling),https://cdn-exercisedb.vercel.app/api/v1/images/WrYPP2g.gif,"Step:1 Attach a handle to a cable machine at waist height. Step:2 Kneel down facing the cable machine and grab the handle with one hand. Step:3 Keep your back straight and your core engaged. Step:4 Pull the handle towards your chest, squeezing your shoulder blades together. Step:5 Pause for a moment at the top of the movement. Step:6 Slowly release the handle back to the starting position. Step:7 Repeat for the desired number of repetitions. Step:8 Switch sides and repeat the exercise with the other arm.",upper back,back,cable,"biceps, shoulders"
qRZ5S1N,cable one arm tricep pushdown,https://cdn-exercisedb.vercel.app/api/v1/images/qRZ5S1N.gif,"Step:1 Stand facing a cable machine with a straight bar attachment at chest height. Step:2 Grasp the bar with an overhand grip and step back to create tension in the cable. Step:3 Position your feet shoulder-width apart and slightly bend your knees. Step:4 Keep your back straight and core engaged throughout the exercise. Step:5 Start with your arm fully extended and perpendicular to the floor. Step:6 Keeping your upper arm stationary, exhale and push the bar down until your arm is fully extended. Step:7 Pause for a moment, then inhale and slowly return to the starting position. Step:8 Repeat for the desired number of repetitions, then switch arms.",triceps,upper arms,cable,forearms
